Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	5	1	0	8	:	2	6	16	3	0	0	4	:	1	9	2	1	0	4	:	1	7	S-S-S-S-S-U
2	Barcelona	4	2	0	16	:	3	13	14	2	1	0	9	:	2	7	2	1	0	7	:	1	7	U-U-S-S-S-S
3	Deportivo	2	4	0	9	:	5	4	10	1	2	0	4	:	2	5	1	2	0	5	:	3	5	U-U-S-S-U-U
4	At. Bilbao	3	1	2	9	:	6	3	10	1	1	0	2	:	1	4	2	0	2	7	:	5	6	N-U-S-N-S-S
5	FC Sevilla	3	1	2	8	:	7	1	10	3	0	0	6	:	2	9	0	1	2	2	:	5	1	S-U-S-N-S-N
6	Villarreal	3	1	2	6	:	8	-2	10	3	1	0	6	:	3	10	0	0	2	0	:	5	0	S-S-N-U-N-S
7	Celta Vigo	3	1	2	8	:	11	-3	10	2	0	1	4	:	6	6	1	1	1	4	:	5	4	S-U-S-N-N-S
8	Valencia	2	3	1	11	:	5	6	9	1	2	0	5	:	2	5	1	1	1	6	:	3	4	U-U-N-U-S-S
9	Real Madrid	3	0	3	11	:	10	1	9	2	0	1	7	:	6	6	1	0	2	4	:	4	3	N-S-S-N-N-S
10	Granada	2	2	2	8	:	8	0	8	1	0	1	2	:	2	3	1	2	1	6	:	6	5	S-N-U-S-N-U
11	Eibar	2	2	2	7	:	7	0	8	2	1	1	5	:	4	7	0	1	1	2	:	3	1	U-N-N-U-S-S
12	Real Betis	2	1	3	4	:	6	-2	7	0	1	2	2	:	5	1	2	0	1	2	:	1	6	N-U-S-N-S-N
13	Las Palmas	2	1	3	6	:	9	-3	7	2	0	1	3	:	2	6	0	1	2	3	:	7	1	S-N-N-U-S-N
14	Real Sociedad	2	1	3	7	:	11	-4	7	2	0	1	6	:	4	6	0	1	2	1	:	7	1	U-S-N-S-N-N
15	Gijon	2	0	4	5	:	9	-4	6	2	0	1	4	:	4	6	0	0	3	1	:	5	0	N-S-N-N-N-S
16	Espanyol	1	2	3	5	:	6	-1	5	1	2	0	4	:	2	5	0	0	3	1	:	4	0	N-U-N-S-N-U
17	Levante	1	2	3	6	:	8	-2	5	0	1	2	2	:	4	1	1	1	1	4	:	4	4	N-U-N-S-U-N
18	Malaga	1	2	3	4	:	7	-3	5	0	1	1	2	:	3	1	1	1	2	2	:	4	4	S-U-U-N-N-N
19	Getafe	1	2	3	6	:	11	-5	5	1	2	1	4	:	4	5	0	0	2	2	:	7	0	U-N-S-U-N-N
20	Vallecano	1	1	4	5	:	10	-5	4	1	0	2	3	:	6	3	0	1	2	2	:	4	1	N-N-N-U-S-N
