Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	21	:	3	18	18	4	0	0	15	:	3	12	2	0	0	6	:	0	6	S-S-S-S-S-S
2	At. Madrid	5	1	0	8	:	2	6	16	3	0	0	4	:	1	9	2	1	0	4	:	1	7	S-S-S-U-S-S
3	At. Bilbao	4	1	1	13	:	6	7	13	2	0	0	5	:	1	6	2	1	1	8	:	5	7	S-N-S-S-S-U
4	Real Madrid	4	0	2	13	:	9	4	12	2	0	1	6	:	5	6	2	0	1	7	:	4	6	S-N-N-S-S-S
5	Valencia	3	1	2	13	:	5	8	10	2	1	0	7	:	1	7	1	0	2	6	:	4	3	N-U-S-S-N-S
6	FC Sevilla	3	1	2	11	:	7	4	10	3	0	0	9	:	2	9	0	1	2	2	:	5	1	S-N-S-N-S-U
7	Deportivo	2	3	1	8	:	6	2	9	1	2	0	5	:	3	5	1	1	1	3	:	3	4	S-S-U-U-N-U
8	Celta Vigo	3	0	3	9	:	14	-5	9	1	0	2	4	:	9	3	2	0	1	5	:	5	6	S-N-N-S-N-S
9	Eibar	2	2	2	7	:	8	-1	8	2	1	1	5	:	4	7	0	1	1	2	:	4	1	N-U-S-S-N-U
10	Granada	1	4	1	10	:	9	1	7	1	1	0	3	:	1	4	0	3	1	7	:	8	3	U-S-N-U-U-U
11	Espanyol	2	1	3	7	:	8	-1	7	1	1	0	3	:	1	4	1	0	3	4	:	7	3	N-S-N-U-N-S
12	Getafe	2	1	3	8	:	11	-3	7	2	1	1	7	:	3	7	0	0	2	1	:	8	0	S-U-N-N-N-S
13	Vallecano	2	1	3	8	:	11	-3	7	2	0	1	5	:	4	6	0	1	2	3	:	7	1	N-U-S-N-S-N
14	Real Betis	2	1	3	5	:	8	-3	7	0	0	3	2	:	7	0	2	1	0	3	:	1	7	S-N-S-N-U-N
15	Real Sociedad	2	0	4	8	:	11	-3	6	1	0	2	4	:	5	3	1	0	2	4	:	6	3	N-S-N-N-S-N
16	Villarreal	1	2	3	4	:	9	-5	5	1	1	1	4	:	4	4	0	1	2	0	:	5	1	N-U-N-S-U-N
17	Las Palmas	1	2	3	4	:	10	-6	5	1	1	1	2	:	2	4	0	1	2	2	:	8	1	N-U-S-N-U-N
18	Malaga	1	1	4	4	:	9	-5	4	1	1	1	4	:	3	4	0	0	3	0	:	6	0	U-N-N-N-S-N
19	Gijon	1	1	4	5	:	12	-7	4	1	1	1	4	:	6	4	0	0	3	1	:	6	0	N-N-N-S-N-U
20	Levante	1	1	4	4	:	12	-8	4	0	1	2	1	:	6	1	1	0	2	3	:	6	3	N-S-U-N-N-N
