Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	20	:	5	15	18	2	0	0	8	:	2	6	4	0	0	12	:	3	12	S-S-S-S-S-S
2	Real Madrid	4	1	1	16	:	6	10	13	2	0	1	10	:	3	6	2	1	0	6	:	3	7	S-N-U-S-S-S
3	Real Sociedad	4	1	1	12	:	5	7	13	2	1	0	6	:	2	7	2	0	1	6	:	3	6	N-U-S-S-S-S
4	At. Madrid	4	1	1	9	:	3	6	13	2	1	0	6	:	1	7	2	0	1	3	:	2	6	S-S-U-S-S-N
5	Villarreal	3	3	0	5	:	0	5	12	3	0	0	5	:	0	9	0	3	0	0	:	0	3	U-S-U-S-U-S
6	FC Sevilla	3	2	1	10	:	6	4	11	3	0	0	6	:	1	9	0	2	1	4	:	5	2	S-N-U-S-U-S
7	At. Bilbao	3	1	2	10	:	6	4	10	1	1	1	4	:	2	4	2	0	1	6	:	4	6	S-S-N-N-U-S
8	Real Betis	2	3	1	10	:	7	3	9	1	2	0	4	:	3	5	1	1	1	6	:	4	4	S-U-U-U-S-N
9	Las Palmas	3	0	3	8	:	7	1	9	2	0	1	7	:	3	6	1	0	2	1	:	4	3	S-S-N-N-N-S
10	Valencia	3	0	3	6	:	8	-2	9	1	0	2	2	:	5	3	2	0	1	4	:	3	6	S-N-S-S-N-N
11	Malaga	2	2	2	8	:	6	2	8	1	1	1	5	:	3	4	1	1	1	3	:	3	4	N-U-U-N-S-S
12	Celta Vigo	2	2	2	7	:	11	-4	8	1	2	0	4	:	3	5	1	0	2	3	:	8	3	U-S-S-N-U-N
13	Vallecano	1	4	1	11	:	13	-2	7	1	1	1	5	:	7	4	0	3	0	6	:	6	3	N-U-U-U-S-U
14	Granada	2	0	4	5	:	8	-3	6	1	0	2	4	:	4	3	1	0	2	1	:	4	3	S-S-N-N-N-N
15	Espanyol	2	0	4	6	:	18	-12	6	1	0	2	1	:	8	3	1	0	2	5	:	10	3	N-S-S-N-N-N
16	Eibar	1	0	5	6	:	10	-4	3	1	0	2	3	:	3	3	0	0	3	3	:	7	0	N-N-N-S-N-N
17	Deportivo	0	3	3	6	:	11	-5	3	0	2	1	4	:	5	2	0	1	2	2	:	6	1	N-N-N-U-U-U
18	Gijon	0	3	3	7	:	13	-6	3	0	2	2	6	:	10	2	0	1	1	1	:	3	1	N-N-U-N-U-U
19	Levante	1	0	5	5	:	13	-8	3	1	0	2	4	:	5	3	0	0	3	1	:	8	0	N-N-S-N-N-N
20	Getafe	0	0	6	0	:	13	-13	0	0	0	3	0	:	3	0	0	0	3	0	:	10	0	N-N-N-N-N-N
