Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	21	:	5	16	16	2	0	0	8	:	1	6	3	1	0	13	:	4	10	U-S-S-S-S-S
2	Real Madrid	4	1	1	17	:	5	12	13	2	0	1	11	:	2	6	2	1	0	6	:	3	7	S-S-S-S-N-U
3	At. Madrid	4	1	1	11	:	3	8	13	2	1	0	6	:	0	7	2	0	1	5	:	3	6	N-S-S-S-S-U
4	Espanyol	4	1	1	10	:	8	2	13	3	0	1	5	:	5	9	1	1	0	5	:	3	4	S-U-S-N-S-S
5	Celta Vigo	4	1	1	8	:	9	-1	13	2	1	0	4	:	2	7	2	0	1	4	:	7	6	S-S-N-U-S-S
6	At. Bilbao	4	0	2	13	:	5	8	12	2	0	1	7	:	3	6	2	0	1	6	:	2	6	N-S-S-S-S-N
7	Las Palmas	4	0	2	9	:	4	5	12	1	0	2	6	:	4	3	3	0	0	3	:	0	9	S-N-S-S-S-N
8	Malaga	2	3	1	8	:	7	1	9	1	1	1	3	:	3	4	1	2	0	5	:	4	5	S-S-U-N-U-U
9	Real Betis	2	2	2	9	:	7	2	8	1	2	1	5	:	4	5	1	0	1	4	:	3	3	N-N-S-S-U-U
10	Granada	2	2	2	7	:	7	0	8	1	2	1	6	:	5	5	1	0	1	1	:	2	3	U-U-N-S-S-N
11	FC Sevilla	2	2	2	9	:	11	-2	8	2	0	0	5	:	2	6	0	2	2	4	:	9	2	N-S-U-S-N-U
12	Levante	2	1	3	7	:	9	-2	7	2	0	1	5	:	3	6	0	1	2	2	:	6	1	N-S-U-N-N-S
13	Villarreal	1	3	2	7	:	7	0	6	1	1	1	5	:	3	4	0	2	1	2	:	4	2	U-N-N-U-S-U
14	Valencia	2	0	4	5	:	11	-6	6	0	0	3	1	:	8	0	2	0	1	4	:	3	6	N-N-N-S-N-S
15	Real Sociedad	1	2	3	3	:	7	-4	5	0	2	1	2	:	3	2	1	0	2	1	:	4	3	N-N-U-N-U-S
16	Vallecano	0	4	2	9	:	14	-5	4	0	2	1	4	:	8	2	0	2	1	5	:	6	2	U-U-N-N-U-U
17	Gijon	1	1	4	5	:	11	-6	4	1	0	2	4	:	7	3	0	1	2	1	:	4	1	S-N-N-N-N-U
18	Deportivo	1	1	4	6	:	13	-7	4	1	1	1	5	:	5	4	0	0	3	1	:	8	0	S-N-U-N-N-N
19	Eibar	0	2	4	4	:	11	-7	2	0	0	2	0	:	5	0	0	2	2	4	:	6	2	U-U-N-N-N-N
20	Getafe	0	2	4	2	:	16	-14	2	0	2	1	2	:	3	2	0	0	3	0	:	13	0	U-N-U-N-N-N
