Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	5	0	1	7	:	2	5	15	3	0	0	4	:	1	9	2	0	1	3	:	1	6	N-S-S-S-S-S
2	Barcelona	4	2	0	17	:	4	13	14	2	1	0	9	:	2	7	2	1	0	8	:	2	7	S-U-U-S-S-S
3	Deportivo	3	3	0	10	:	4	6	12	2	1	0	5	:	1	7	1	2	0	5	:	3	5	S-U-U-S-S-U
4	FC Sevilla	3	2	1	7	:	5	2	11	3	0	0	6	:	2	9	0	2	1	1	:	3	2	U-S-U-S-N-S
5	At. Bilbao	3	1	2	8	:	5	3	10	2	1	0	4	:	1	7	1	0	2	4	:	4	3	S-N-U-S-N-S
6	Villarreal	3	1	2	6	:	7	-1	10	2	1	0	4	:	2	7	1	0	2	2	:	5	3	S-S-S-N-U-N
7	Celta Vigo	3	1	2	7	:	9	-2	10	2	0	1	4	:	6	6	1	1	1	3	:	3	4	S-S-U-S-N-N
8	Real Madrid	3	0	3	18	:	11	7	9	2	0	1	14	:	7	6	1	0	2	4	:	4	3	S-N-S-S-N-N
9	Real Betis	2	2	2	3	:	3	0	8	0	2	1	1	:	2	2	2	0	1	2	:	1	6	U-N-U-S-N-S
10	Malaga	2	2	2	5	:	6	-1	8	1	1	1	3	:	3	4	1	1	1	2	:	3	4	S-S-U-U-N-N
11	Valencia	1	4	1	10	:	7	3	7	0	3	0	4	:	4	3	1	1	1	6	:	3	4	U-U-U-N-U-S
12	Espanyol	2	1	3	5	:	5	0	7	2	1	0	4	:	1	7	0	0	3	1	:	4	0	S-N-U-N-S-N
13	Granada	2	1	3	7	:	9	-2	7	1	0	2	2	:	4	3	1	1	1	5	:	5	4	N-S-N-U-S-N
14	Las Palmas	2	1	3	5	:	7	-2	7	2	0	1	3	:	2	6	0	1	2	2	:	5	1	N-S-N-N-U-S
15	Real Sociedad	2	1	3	5	:	10	-5	7	2	0	1	4	:	3	6	0	1	2	1	:	7	1	N-U-S-N-S-N
16	Getafe	1	3	2	8	:	11	-3	6	1	2	0	4	:	2	5	0	1	2	4	:	9	1	U-U-N-S-U-N
17	Levante	1	2	3	6	:	7	-1	5	0	1	2	2	:	4	1	1	1	1	4	:	3	4	N-N-U-N-S-U
18	Eibar	1	2	3	6	:	9	-3	5	1	1	1	4	:	4	4	0	1	2	2	:	5	1	N-U-N-N-U-S
19	Vallecano	1	1	4	7	:	19	-12	4	1	0	2	3	:	6	3	0	1	2	4	:	13	1	N-N-N-N-U-S
20	Gijon	1	0	5	5	:	12	-7	3	1	0	2	4	:	7	3	0	0	3	1	:	5	0	N-N-S-N-N-N
