Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	19	:	3	16	18	3	0	0	12	:	1	9	3	0	0	7	:	2	9	S-S-S-S-S-S
2	Real Madrid	4	2	0	21	:	5	16	14	3	0	0	16	:	1	9	1	2	0	5	:	4	5	S-S-U-S-S-U
3	At. Madrid	4	1	1	10	:	3	7	13	2	1	0	4	:	1	7	2	0	1	6	:	2	6	S-N-U-S-S-S
4	Villarreal	3	3	0	7	:	3	4	12	2	1	0	3	:	0	7	1	2	0	4	:	3	5	U-S-U-U-S-S
5	Real Sociedad	3	2	1	13	:	9	4	11	2	1	0	5	:	2	7	1	1	1	8	:	7	4	S-S-N-U-S-U
6	FC Sevilla	3	2	1	9	:	5	4	11	3	0	0	7	:	2	9	0	2	1	2	:	3	2	U-S-U-S-S-N
7	Malaga	3	1	2	10	:	6	4	10	2	0	1	6	:	2	6	1	1	1	4	:	4	4	S-S-N-N-U-S
8	Vallecano	2	3	1	12	:	8	4	9	2	1	0	7	:	2	7	0	2	1	5	:	6	2	S-U-S-U-N-U
9	Eibar	3	0	3	15	:	12	3	9	2	0	1	8	:	4	6	1	0	2	7	:	8	3	N-N-N-S-S-S
10	Getafe	3	0	3	8	:	9	-1	9	2	0	1	4	:	2	6	1	0	2	4	:	7	3	N-N-N-S-S-S
11	At. Bilbao	2	2	2	8	:	12	-4	8	1	2	0	7	:	4	5	1	0	2	1	:	8	3	U-S-S-N-N-U
12	Gijon	2	1	3	9	:	12	-3	7	1	1	1	7	:	5	4	1	0	2	2	:	7	3	N-U-S-S-N-N
13	Levante	2	0	4	9	:	13	-4	6	2	0	1	5	:	5	6	0	0	3	4	:	8	0	N-N-S-N-S-N
14	Granada	2	0	4	7	:	15	-8	6	2	0	1	6	:	5	6	0	0	3	1	:	10	0	N-N-S-N-N-S
15	Las Palmas	1	2	3	7	:	12	-5	5	1	1	1	3	:	5	4	0	1	2	4	:	7	1	N-S-N-N-U-U
16	Real Betis	1	2	3	3	:	8	-5	5	1	1	1	2	:	5	4	0	1	2	1	:	3	1	S-N-U-U-N-N
17	Deportivo	0	4	2	6	:	12	-6	4	0	2	1	4	:	5	2	0	2	1	2	:	7	2	U-U-U-U-N-N
18	Celta Vigo	1	1	4	6	:	13	-7	4	1	1	1	5	:	6	4	0	0	3	1	:	7	0	U-N-N-S-N-N
19	Valencia	0	3	3	5	:	9	-4	3	0	2	1	4	:	5	2	0	1	2	1	:	4	1	N-N-U-U-N-U
20	Espanyol	0	2	4	4	:	18	-14	2	0	2	1	2	:	7	2	0	0	3	2	:	11	0	N-N-U-N-N-U
