Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	17	:	5	12	18	3	0	0	10	:	3	9	3	0	0	7	:	2	9	S-S-S-S-S-S
2	Real Sociedad	4	1	1	13	:	7	6	13	2	1	0	6	:	2	7	2	0	1	7	:	5	6	U-S-S-S-S-N
3	Villarreal	3	3	0	7	:	2	5	12	3	0	0	5	:	0	9	0	3	0	2	:	2	3	S-U-S-U-S-U
4	Real Madrid	3	2	1	14	:	6	8	11	2	0	1	10	:	3	6	1	2	0	4	:	3	5	N-U-S-S-S-U
5	At. Madrid	3	2	1	6	:	3	3	11	1	2	0	3	:	1	5	2	0	1	3	:	2	6	S-U-S-S-N-U
6	Vallecano	2	4	0	13	:	8	5	10	2	1	0	7	:	2	7	0	3	0	6	:	6	3	U-U-U-S-U-S
7	At. Bilbao	3	1	2	11	:	7	4	10	1	1	1	5	:	3	4	2	0	1	6	:	4	6	S-N-N-U-S-S
8	FC Sevilla	2	3	1	9	:	6	3	9	2	0	0	5	:	1	6	0	3	1	4	:	5	3	N-U-S-U-S-U
9	Malaga	2	2	2	8	:	6	2	8	1	1	1	5	:	3	4	1	1	1	3	:	3	4	U-U-N-S-S-N
10	Real Betis	1	4	1	8	:	8	0	7	1	3	0	5	:	4	6	0	1	1	3	:	4	1	U-U-U-S-N-U
11	Valencia	2	1	3	5	:	8	-3	7	1	0	2	2	:	5	3	1	1	1	3	:	3	4	N-S-S-N-N-U
12	Celta Vigo	2	1	3	7	:	14	-7	7	1	1	0	4	:	3	4	1	0	3	3	:	11	3	S-S-N-U-N-N
13	Espanyol	2	1	3	8	:	17	-9	7	1	1	1	3	:	7	4	1	0	2	5	:	10	3	S-S-N-N-N-U
14	Gijon	1	3	2	8	:	11	-3	6	0	2	2	6	:	10	2	1	1	0	2	:	1	4	N-U-N-U-U-S
15	Granada	2	0	4	6	:	10	-4	6	1	0	2	5	:	6	3	1	0	2	1	:	4	3	S-N-N-N-N-S
16	Las Palmas	2	0	4	6	:	10	-4	6	1	0	1	3	:	3	3	1	0	3	3	:	7	3	S-N-N-N-S-N
17	Levante	2	0	4	7	:	12	-5	6	2	0	1	6	:	4	6	0	0	3	1	:	8	0	N-S-N-N-N-S
18	Deportivo	0	4	2	6	:	8	-2	4	0	3	1	5	:	6	3	0	1	1	1	:	2	1	N-N-U-U-U-U
19	Eibar	1	0	5	8	:	14	-6	3	1	0	2	3	:	3	3	0	0	3	5	:	11	0	N-N-S-N-N-N
20	Getafe	0	0	6	2	:	12	-10	0	0	0	3	0	:	3	0	0	0	3	2	:	9	0	N-N-N-N-N-N
