Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	0	1	18	:	5	13	15	2	0	1	11	:	2	6	3	0	0	7	:	3	9	S-S-S-S-S-N
2	At. Madrid	5	0	1	16	:	4	12	15	3	0	0	11	:	1	9	2	0	1	5	:	3	6	S-N-S-S-S-S
3	Las Palmas	5	0	1	10	:	3	7	15	2	0	1	7	:	3	6	3	0	0	3	:	0	9	S-S-N-S-S-S
4	Barcelona	4	1	1	20	:	6	14	13	2	0	1	9	:	3	6	2	1	0	11	:	3	7	N-U-S-S-S-S
5	At. Bilbao	4	1	1	14	:	5	9	13	2	1	0	8	:	3	7	2	0	1	6	:	2	6	U-N-S-S-S-S
6	Espanyol	3	2	1	10	:	9	1	11	2	0	1	4	:	5	6	1	2	0	6	:	4	5	U-S-U-S-N-S
7	Celta Vigo	3	2	1	6	:	8	-2	11	1	2	0	2	:	1	5	2	0	1	4	:	7	6	U-S-S-N-U-S
8	Malaga	2	3	1	8	:	7	1	9	1	1	1	3	:	3	4	1	2	0	5	:	4	5	U-S-S-U-N-U
9	Granada	2	3	1	7	:	6	1	9	1	2	0	5	:	3	5	1	1	1	2	:	3	4	U-U-U-N-S-S
10	Villarreal	2	2	2	9	:	8	1	8	1	1	1	5	:	3	4	1	1	1	4	:	5	4	S-U-N-N-U-S
11	Real Betis	2	1	3	9	:	11	-2	7	1	1	1	4	:	3	4	1	0	2	5	:	8	3	N-N-N-S-S-U
12	FC Sevilla	2	1	3	8	:	11	-3	7	2	0	1	6	:	4	6	0	1	2	2	:	7	1	N-N-S-U-S-N
13	Vallecano	1	3	2	9	:	12	-3	6	1	1	1	4	:	6	4	0	2	1	5	:	6	2	S-U-U-N-N-U
14	Real Sociedad	1	2	3	4	:	8	-4	5	0	2	1	2	:	3	2	1	0	2	2	:	5	3	S-N-N-U-N-U
15	Levante	1	2	3	4	:	9	-5	5	1	1	1	2	:	3	4	0	1	2	2	:	6	1	U-N-S-U-N-N
16	Deportivo	1	2	3	7	:	13	-6	5	1	1	1	5	:	5	4	0	1	2	2	:	8	1	U-S-N-U-N-N
17	Gijon	1	1	4	4	:	10	-6	4	1	0	2	4	:	7	3	0	1	2	0	:	3	1	U-S-N-N-N-N
18	Valencia	1	0	5	4	:	12	-8	3	0	0	3	1	:	8	0	1	0	2	3	:	4	3	N-N-N-N-S-N
19	Eibar	0	2	4	3	:	10	-7	2	0	0	3	1	:	7	0	0	2	1	2	:	3	2	N-U-U-N-N-N
20	Getafe	0	2	4	2	:	15	-13	2	0	2	1	2	:	3	2	0	0	3	0	:	12	0	N-U-N-U-N-N
