Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	4	2	0	12	:	4	8	14	2	1	0	6	:	1	7	2	1	0	6	:	3	7	S-S-S-U-U-S
2	Barcelona	4	0	2	14	:	10	4	12	3	0	0	10	:	4	9	1	0	2	4	:	6	3	S-S-S-N-S-N
3	At. Bilbao	3	2	1	12	:	6	6	11	2	0	1	7	:	3	6	1	2	0	5	:	3	5	S-S-U-S-U-N
4	At. Madrid	3	2	1	8	:	4	4	11	2	1	0	5	:	2	7	1	1	1	3	:	2	4	U-S-S-U-N-S
5	Celta Vigo	3	2	1	11	:	8	3	11	1	1	1	5	:	4	4	2	1	0	6	:	4	7	S-N-S-U-U-S
6	FC Sevilla	3	1	2	12	:	8	4	10	3	0	0	10	:	3	9	0	1	2	2	:	5	1	N-S-U-S-S-N
7	Villarreal	3	1	2	5	:	4	1	10	2	0	1	4	:	3	6	1	1	1	1	:	1	4	S-U-N-N-S-S
8	Valencia	3	0	3	9	:	6	3	9	3	0	0	7	:	0	9	0	0	3	2	:	6	0	S-N-S-N-S-N
9	Deportivo	2	3	1	9	:	7	2	9	1	2	0	6	:	3	5	1	1	1	3	:	4	4	U-N-U-U-S-S
10	Eibar	2	3	1	8	:	7	1	9	1	2	0	3	:	2	5	1	1	1	5	:	5	4	S-N-U-S-U-U
11	Real Sociedad	2	1	3	10	:	8	2	7	0	1	2	2	:	5	1	2	0	1	8	:	3	6	N-S-N-N-U-S
12	Malaga	2	1	3	5	:	6	-1	7	2	0	1	5	:	2	6	0	1	2	0	:	4	1	N-S-N-S-U-N
13	Real Betis	2	1	3	8	:	10	-2	7	0	0	3	3	:	8	0	2	1	0	5	:	2	7	N-U-N-S-S-N
14	Getafe	2	1	3	7	:	9	-2	7	2	0	1	7	:	2	6	0	1	2	0	:	7	1	N-N-S-U-S-N
15	Gijon	2	1	3	8	:	11	-3	7	1	1	1	5	:	5	4	1	0	2	3	:	6	3	S-N-U-S-N-N
16	Espanyol	2	1	3	6	:	10	-4	7	1	1	1	3	:	3	4	1	0	2	3	:	7	3	U-N-S-N-N-S
17	Vallecano	2	0	4	9	:	12	-3	6	2	0	1	5	:	3	6	0	0	3	4	:	9	0	N-S-N-N-N-S
18	Granada	0	4	2	6	:	10	-4	4	0	2	1	2	:	5	2	0	2	1	4	:	5	2	U-U-U-U-N-N
19	Las Palmas	1	1	4	4	:	11	-7	4	1	1	1	2	:	2	4	0	0	3	2	:	9	0	N-U-N-N-N-S
20	Levante	1	1	4	3	:	15	-12	4	1	1	1	3	:	6	4	0	0	3	0	:	9	0	N-N-N-S-N-U
