Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	6	0	0	22	:	4	18	18	3	0	0	15	:	1	9	3	0	0	7	:	3	9	S-S-S-S-S-S
2	At. Madrid	5	0	1	18	:	5	13	15	3	0	0	11	:	1	9	2	0	1	7	:	4	6	S-S-N-S-S-S
3	Las Palmas	5	0	1	12	:	4	8	15	2	0	1	7	:	3	6	3	0	0	5	:	1	9	S-S-S-N-S-S
4	At. Bilbao	4	1	1	12	:	5	7	13	3	1	0	9	:	3	10	1	0	1	3	:	2	3	S-U-N-S-S-S
5	Celta Vigo	3	2	1	6	:	8	-2	11	1	2	0	2	:	1	5	2	0	1	4	:	7	6	S-U-S-S-N-U
6	Barcelona	3	1	2	18	:	6	12	10	1	0	1	7	:	2	3	2	1	1	11	:	4	7	N-N-U-S-S-S
7	Malaga	2	3	1	7	:	6	1	9	1	1	1	3	:	3	4	1	2	0	4	:	3	5	U-U-S-S-U-N
8	Real Betis	3	0	3	8	:	9	-1	9	2	0	1	3	:	1	6	1	0	2	5	:	8	3	S-N-N-N-S-S
9	Villarreal	2	2	2	8	:	8	0	8	1	1	1	4	:	3	4	1	1	1	4	:	5	4	S-S-U-N-N-U
10	Espanyol	2	2	2	7	:	10	-3	8	2	0	2	5	:	8	6	0	2	0	2	:	2	2	N-U-S-U-S-N
11	Granada	1	4	1	6	:	6	0	7	1	3	0	5	:	3	6	0	1	1	1	:	3	1	U-U-U-U-N-S
12	FC Sevilla	2	1	3	8	:	11	-3	7	2	0	1	6	:	4	6	0	1	2	2	:	7	1	N-N-N-S-U-S
13	Real Sociedad	2	1	3	4	:	7	-3	7	1	1	1	2	:	2	4	1	0	2	2	:	5	3	S-S-N-N-U-N
14	Valencia	2	0	4	6	:	10	-4	6	1	0	2	3	:	6	3	1	0	2	3	:	4	3	S-N-N-N-N-S
15	Levante	1	2	3	4	:	7	-3	5	1	1	1	2	:	3	4	0	1	2	2	:	4	1	N-U-N-S-U-N
16	Vallecano	1	2	3	7	:	11	-4	5	1	1	1	4	:	6	4	0	1	2	3	:	5	1	N-S-U-U-N-N
17	Deportivo	1	2	3	8	:	15	-7	5	1	1	1	6	:	7	4	0	1	2	2	:	8	1	N-U-S-N-U-N
18	Gijon	1	1	4	2	:	7	-5	4	1	0	2	2	:	4	3	0	1	2	0	:	3	1	N-U-S-N-N-N
19	Eibar	0	2	4	3	:	13	-10	2	0	0	2	1	:	6	0	0	2	2	2	:	7	2	N-N-U-U-N-N
20	Getafe	0	2	4	2	:	16	-14	2	0	2	0	2	:	2	2	0	0	4	0	:	14	0	N-N-U-N-U-N
