Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	17	:	5	12	18	2	0	0	8	:	2	6	4	0	0	9	:	3	12	S-S-S-S-S-S
2	Real Madrid	4	2	0	19	:	6	13	14	3	0	0	15	:	3	9	1	2	0	4	:	3	5	U-S-S-S-U-S
3	Real Sociedad	4	1	1	13	:	7	6	13	2	1	0	6	:	2	7	2	0	1	7	:	5	6	S-S-S-S-N-U
4	FC Sevilla	3	3	0	10	:	5	5	12	3	0	0	7	:	2	9	0	3	0	3	:	3	3	U-S-U-S-U-S
5	At. Madrid	3	2	1	8	:	3	5	11	1	2	0	3	:	1	5	2	0	1	5	:	2	6	U-S-S-N-U-S
6	Vallecano	2	4	0	13	:	8	5	10	2	1	0	7	:	2	7	0	3	0	6	:	6	3	U-U-S-U-S-U
7	Villarreal	2	4	0	4	:	2	2	10	2	1	0	2	:	0	7	0	3	0	2	:	2	3	U-S-U-S-U-U
8	Gijon	2	3	1	11	:	8	3	9	1	2	1	9	:	7	5	1	1	0	2	:	1	4	U-N-U-U-S-S
9	Valencia	2	2	2	7	:	7	0	8	1	1	1	4	:	4	4	1	1	1	3	:	3	4	S-S-N-N-U-U
10	Malaga	2	1	3	8	:	7	1	7	1	1	1	5	:	3	4	1	0	2	3	:	4	3	U-N-S-S-N-N
11	Real Betis	1	4	1	6	:	6	0	7	1	2	0	3	:	2	5	0	2	1	3	:	4	2	U-U-S-N-U-U
12	At. Bilbao	2	1	3	8	:	13	-5	7	1	1	1	5	:	3	4	1	0	2	3	:	10	3	N-N-U-S-S-N
13	Celta Vigo	2	1	3	10	:	17	-7	7	2	1	0	8	:	6	7	0	0	3	2	:	11	0	S-N-U-N-N-S
14	Eibar	2	0	4	13	:	14	-1	6	2	0	1	8	:	3	6	0	0	3	5	:	11	0	N-S-N-N-N-S
15	Levante	2	0	4	10	:	13	-3	6	2	0	1	6	:	4	6	0	0	3	4	:	9	0	S-N-N-N-S-N
16	Deportivo	0	5	1	7	:	8	-1	5	0	3	0	5	:	5	3	0	2	1	2	:	3	2	N-U-U-U-U-U
17	Espanyol	1	1	4	5	:	18	-13	4	1	1	1	3	:	7	4	0	0	3	2	:	11	0	S-N-N-N-U-N
18	Getafe	1	0	5	5	:	12	-7	3	1	0	2	3	:	3	3	0	0	3	2	:	9	0	N-N-N-N-N-S
19	Las Palmas	1	0	5	5	:	13	-8	3	1	0	2	3	:	6	3	0	0	3	2	:	7	0	N-N-N-S-N-N
20	Granada	1	0	5	6	:	15	-9	3	1	0	2	5	:	6	3	0	0	3	1	:	9	0	N-N-N-N-S-N
