Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	4	2	0	13	:	2	11	14	2	1	0	4	:	0	7	2	1	0	9	:	2	7	S-U-U-S-S-S
2	Celta Vigo	3	3	0	12	:	7	5	12	1	2	0	7	:	4	5	2	1	0	5	:	3	7	S-U-U-S-S-U
3	Barcelona	4	0	2	15	:	11	4	12	3	0	0	11	:	4	9	1	0	2	4	:	7	3	S-N-S-N-S-S
4	Villarreal	4	0	2	9	:	5	4	12	2	0	1	5	:	3	6	2	0	1	4	:	2	6	N-N-S-S-S-S
5	Deportivo	3	2	1	13	:	8	5	11	1	1	1	7	:	5	4	2	1	0	6	:	3	7	U-U-S-S-N-S
6	Getafe	3	1	2	9	:	5	4	10	3	0	0	8	:	0	9	0	1	2	1	:	5	1	S-U-S-N-S-N
7	At. Madrid	3	1	2	8	:	4	4	10	1	1	1	4	:	3	4	2	0	1	4	:	1	6	S-U-N-S-S-N
8	Valencia	3	1	2	6	:	4	2	10	2	1	0	4	:	0	7	1	0	2	2	:	4	3	S-N-S-N-U-S
9	Real Betis	3	1	2	7	:	6	1	10	1	0	2	3	:	5	3	2	1	0	4	:	1	7	N-S-S-N-U-S
10	Espanyol	3	0	3	8	:	14	-6	9	1	0	2	2	:	8	3	2	0	1	6	:	6	6	S-N-N-S-S-N
11	At. Bilbao	2	2	2	10	:	9	1	8	2	0	1	7	:	4	6	0	2	1	3	:	5	2	U-S-U-N-N-S
12	FC Sevilla	2	2	2	8	:	9	-1	8	2	0	1	6	:	5	6	0	2	1	2	:	4	2	U-S-S-N-N-U
13	Eibar	1	4	1	6	:	6	0	7	0	2	1	2	:	4	2	1	2	0	4	:	2	5	U-S-U-U-N-U
14	Gijon	2	1	3	10	:	11	-1	7	0	1	2	4	:	6	1	2	0	1	6	:	5	6	U-S-N-N-S-N
15	Vallecano	2	0	4	8	:	14	-6	6	1	0	2	3	:	6	3	1	0	2	5	:	8	3	N-N-N-S-S-N
16	Malaga	1	2	3	3	:	6	-3	5	1	1	1	3	:	2	4	0	1	2	0	:	4	1	N-S-U-N-N-U
17	Levante	1	2	3	5	:	13	-8	5	1	2	0	4	:	3	5	0	0	3	1	:	10	0	N-S-N-U-N-U
18	Real Sociedad	1	1	4	6	:	9	-3	4	0	1	2	2	:	5	1	1	0	2	4	:	4	3	N-N-U-S-N-N
19	Las Palmas	1	1	4	6	:	12	-6	4	1	0	2	2	:	3	3	0	1	2	4	:	9	1	N-N-N-S-N-U
20	Granada	0	2	4	5	:	12	-7	2	0	1	2	2	:	7	1	0	1	2	3	:	5	1	U-U-N-N-N-N
