Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	22	:	4	18	18	2	0	0	8	:	1	6	4	0	0	14	:	3	12	S-S-S-S-S-S
2	At. Madrid	5	1	0	11	:	1	10	16	2	1	0	6	:	0	7	3	0	0	5	:	1	9	S-S-S-S-U-S
3	Real Madrid	4	1	1	17	:	7	10	13	2	0	1	11	:	4	6	2	1	0	6	:	3	7	S-S-S-N-U-S
4	At. Bilbao	4	0	2	14	:	7	7	12	2	0	1	7	:	3	6	2	0	1	7	:	4	6	S-S-S-S-N-N
5	FC Sevilla	3	2	1	11	:	7	4	11	3	0	0	7	:	2	9	0	2	1	4	:	5	2	S-U-S-N-U-S
6	Espanyol	3	1	2	9	:	9	0	10	2	0	1	3	:	4	6	1	1	1	6	:	5	4	U-S-N-S-S-N
7	Celta Vigo	3	1	2	7	:	15	-8	10	2	1	0	4	:	2	7	1	0	2	3	:	13	3	S-N-U-S-S-N
8	Real Betis	2	3	1	11	:	8	3	9	1	2	0	5	:	3	5	1	1	1	6	:	5	4	N-S-S-U-U-U
9	Las Palmas	3	0	3	8	:	6	2	9	1	0	2	6	:	4	3	2	0	1	2	:	2	6	N-S-S-S-N-N
10	Valencia	3	0	3	7	:	10	-3	9	1	0	2	3	:	7	3	2	0	1	4	:	3	6	N-N-S-N-S-S
11	Villarreal	2	2	2	6	:	5	1	8	2	0	1	4	:	1	6	0	2	1	2	:	4	2	N-N-U-S-U-S
12	Real Sociedad	2	2	2	6	:	6	0	8	1	2	0	5	:	2	5	1	0	2	1	:	4	3	N-U-N-U-S-S
13	Levante	2	1	3	6	:	9	-3	7	2	0	1	5	:	3	6	0	1	2	1	:	6	1	S-U-N-N-S-N
14	Granada	2	1	3	5	:	8	-3	7	1	1	1	4	:	3	4	1	0	2	1	:	5	3	U-N-S-S-N-N
15	Malaga	1	3	2	7	:	8	-1	6	1	1	1	3	:	3	4	0	2	1	4	:	5	2	S-U-N-U-U-N
16	Vallecano	0	4	2	9	:	14	-5	4	0	2	1	4	:	8	2	0	2	1	5	:	6	2	U-N-N-U-U-U
17	Eibar	1	1	4	5	:	10	-5	4	1	0	2	2	:	5	3	0	1	2	3	:	5	1	U-N-N-N-N-S
18	Deportivo	0	2	4	6	:	14	-8	2	0	2	1	5	:	6	2	0	0	3	1	:	8	0	N-U-N-N-N-U
19	Gijon	0	1	5	4	:	13	-9	1	0	0	3	3	:	9	0	0	1	2	1	:	4	1	N-N-N-N-U-N
20	Getafe	0	1	5	1	:	16	-15	1	0	1	2	1	:	3	1	0	0	3	0	:	13	0	N-U-N-N-N-N
