Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	17	:	3	14	16	3	0	0	12	:	1	9	2	1	0	5	:	2	7	S-S-S-S-S-U
2	Real Madrid	4	2	0	22	:	5	17	14	4	0	0	19	:	2	12	0	2	0	3	:	3	2	S-U-S-S-U-S
3	Villarreal	4	2	0	8	:	3	5	14	3	1	0	4	:	0	10	1	1	0	4	:	3	4	S-U-U-S-S-S
4	At. Madrid	4	1	1	9	:	2	7	13	1	1	0	1	:	0	4	3	0	1	8	:	2	9	N-U-S-S-S-S
5	FC Sevilla	4	1	1	10	:	4	6	13	4	0	0	9	:	2	12	0	1	1	1	:	2	1	S-U-S-S-N-S
6	Eibar	4	0	2	16	:	9	7	12	3	0	1	10	:	4	9	1	0	1	6	:	5	3	N-N-S-S-S-S
7	Getafe	3	1	2	8	:	6	2	10	2	1	1	4	:	2	7	1	0	1	4	:	4	3	N-N-S-S-S-U
8	Malaga	3	1	2	8	:	6	2	10	1	0	1	3	:	2	3	2	1	1	5	:	4	7	S-N-N-U-S-S
9	At. Bilbao	3	1	2	9	:	12	-3	10	1	1	0	7	:	4	4	2	0	2	2	:	8	6	S-S-N-N-U-S
10	Las Palmas	2	2	2	11	:	11	0	8	2	1	1	7	:	6	7	0	1	1	4	:	5	1	S-N-N-U-U-S
11	Real Sociedad	2	2	2	9	:	12	-3	8	2	1	0	5	:	2	7	0	1	2	4	:	10	1	S-N-U-S-U-N
12	Vallecano	1	3	2	10	:	10	0	6	1	1	1	5	:	4	4	0	2	1	5	:	6	2	U-S-U-N-U-N
13	Levante	2	0	4	9	:	12	-3	6	2	0	1	5	:	4	6	0	0	3	4	:	8	0	N-S-N-S-N-N
14	Gijon	2	0	4	9	:	13	-4	6	1	0	2	7	:	6	3	1	0	2	2	:	7	3	N-S-S-N-N-N
15	Granada	2	0	4	7	:	17	-10	6	2	0	0	5	:	3	6	0	0	4	2	:	14	0	N-S-N-N-S-N
16	Deportivo	0	4	2	5	:	11	-6	4	0	2	1	4	:	5	2	0	2	1	1	:	6	2	U-U-U-N-N-U
17	Valencia	0	3	3	5	:	9	-4	3	0	2	1	4	:	5	2	0	1	2	1	:	4	1	N-U-U-N-U-N
18	Celta Vigo	1	0	5	5	:	13	-8	3	1	0	2	4	:	6	3	0	0	3	1	:	7	0	N-N-S-N-N-N
19	Real Betis	0	2	4	2	:	12	-10	2	0	1	1	1	:	5	1	0	1	3	1	:	7	1	N-U-U-N-N-N
20	Espanyol	0	2	4	4	:	15	-11	2	0	2	0	2	:	2	2	0	0	4	2	:	13	0	N-U-N-N-U-N
