Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Celta Vigo	2	0	0	5	:	1	4	6	1	0	0	3	:	0	3	1	0	0	2	:	1	3	S-S
2	Eibar	2	0	0	5	:	1	4	6	1	0	0	2	:	0	3	1	0	0	3	:	1	3	S-S
3	At. Madrid	2	0	0	4	:	0	4	6	1	0	0	1	:	0	3	1	0	0	3	:	0	3	S-S
4	Barcelona	2	0	0	2	:	0	2	6	1	0	0	1	:	0	3	1	0	0	1	:	0	3	S-S
5	Real Madrid	1	1	0	5	:	0	5	4	1	0	0	5	:	0	3	0	1	0	0	:	0	1	S-U
6	Villarreal	1	1	0	4	:	2	2	4	1	0	0	3	:	1	3	0	1	0	1	:	1	1	S-U
7	Granada	1	0	1	3	:	4	-1	3	0	0	1	1	:	3	0	1	0	0	2	:	1	3	S-N
8	Espanyol	1	0	1	2	:	3	-1	3	1	0	0	1	:	0	3	0	0	1	1	:	3	0	N-S
9	Deportivo	0	2	0	1	:	1	0	2	0	1	0	0	:	0	1	0	1	0	1	:	1	1	U-U
10	Valencia	0	2	0	1	:	1	0	2	0	1	0	1	:	1	1	0	1	0	0	:	0	1	U-U
11	Gijon	0	2	0	0	:	0	0	2	0	1	0	0	:	0	1	0	1	0	0	:	0	1	U-U
12	Real Sociedad	0	2	0	0	:	0	0	2	0	1	0	0	:	0	1	0	1	0	0	:	0	1	U-U
13	Levante	0	1	1	1	:	2	-1	1	0	0	1	1	:	2	0	0	1	0	0	:	0	1	U-N
14	Las Palmas	0	1	1	0	:	1	-1	1	0	1	0	0	:	0	1	0	0	1	0	:	1	0	U-N
15	Malaga	0	1	1	0	:	1	-1	1	0	1	0	0	:	0	1	0	0	1	0	:	1	0	N-U
16	FC Sevilla	0	1	1	0	:	3	-3	1	0	0	1	0	:	3	0	0	1	0	0	:	0	1	N-U
17	Vallecano	0	1	1	0	:	3	-3	1	0	1	0	0	:	0	1	0	0	1	0	:	3	0	N-U
18	Real Betis	0	1	1	1	:	6	-5	1	0	1	0	1	:	1	1	0	0	1	0	:	5	0	N-U
19	Getafe	0	0	2	1	:	3	-2	0	0	0	1	1	:	2	0	0	0	1	0	:	1	0	N-N
20	At. Bilbao	0	0	2	0	:	3	-3	0	0	0	1	0	:	1	0	0	0	1	0	:	2	0	N-N
