Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	21	:	4	17	18	3	0	0	14	:	2	9	3	0	0	7	:	2	9	S-S-S-S-S-S
2	Real Madrid	5	1	0	23	:	5	18	16	4	0	0	20	:	3	12	1	1	0	3	:	2	4	S-S-S-U-S-S
3	FC Sevilla	4	2	0	10	:	3	7	14	4	0	0	9	:	2	12	0	2	0	1	:	1	2	S-U-S-U-S-S
4	Real Sociedad	4	1	1	14	:	7	7	13	3	1	0	8	:	2	10	1	0	1	6	:	5	3	S-S-S-N-U-S
5	At. Madrid	4	1	1	10	:	3	7	13	1	1	0	3	:	1	4	3	0	1	7	:	2	9	S-S-N-U-S-S
6	Villarreal	3	3	0	6	:	2	4	12	3	1	0	4	:	0	10	0	2	0	2	:	2	2	S-U-S-U-U-S
7	Vallecano	2	3	1	12	:	8	4	9	2	0	0	5	:	0	6	0	3	1	7	:	8	3	U-S-U-S-U-N
8	Eibar	3	0	3	13	:	12	1	9	3	0	1	10	:	4	9	0	0	2	3	:	8	0	S-N-N-N-S-S
9	Gijon	2	2	2	11	:	12	-1	8	1	2	1	9	:	7	5	1	0	1	2	:	5	3	N-U-U-S-S-N
10	Malaga	2	1	3	8	:	7	1	7	1	0	1	4	:	2	3	1	1	2	4	:	5	4	N-S-S-N-N-U
11	At. Bilbao	2	1	3	8	:	14	-6	7	1	1	0	5	:	2	4	1	0	3	3	:	12	3	N-U-S-S-N-N
12	Real Betis	1	3	2	5	:	6	-1	6	1	1	0	2	:	1	4	0	2	2	3	:	5	2	U-S-N-U-U-N
13	Getafe	2	0	4	6	:	9	-3	6	2	0	2	4	:	3	6	0	0	2	2	:	6	0	N-N-N-N-S-S
14	Levante	2	0	4	9	:	14	-5	6	2	0	1	5	:	5	6	0	0	3	4	:	9	0	N-N-N-S-N-S
15	Valencia	1	2	3	5	:	8	-3	5	1	1	1	4	:	4	4	0	1	2	1	:	4	1	S-N-N-U-U-N
16	Deportivo	0	5	1	7	:	12	-5	5	0	3	0	5	:	5	3	0	2	1	2	:	7	2	U-U-U-U-U-N
17	Las Palmas	1	1	4	5	:	12	-7	4	1	1	1	3	:	5	4	0	0	3	2	:	7	0	N-N-S-N-N-U
18	Celta Vigo	1	1	4	7	:	17	-10	4	1	1	1	5	:	6	4	0	0	3	2	:	11	0	N-U-N-N-S-N
19	Granada	1	0	5	5	:	17	-12	3	1	0	1	4	:	4	3	0	0	4	1	:	13	0	N-N-N-S-N-N
20	Espanyol	0	1	5	5	:	20	-15	1	0	1	1	2	:	7	1	0	0	4	3	:	13	0	N-N-N-U-N-N
