Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	0	1	16	:	6	10	15	4	0	0	13	:	4	12	1	0	1	3	:	2	3	S-S-S-S-N-S
2	At. Bilbao	4	2	0	13	:	5	8	14	3	0	0	8	:	2	9	1	2	0	5	:	3	5	S-S-S-U-S-U
3	FC Sevilla	4	1	1	15	:	8	7	13	4	0	0	13	:	5	12	0	1	1	2	:	3	1	S-N-S-U-S-S
4	Valencia	4	0	2	14	:	6	8	12	3	0	0	7	:	0	9	1	0	2	7	:	6	3	S-S-N-S-N-S
5	Real Madrid	3	2	1	12	:	6	6	11	2	1	0	6	:	1	7	1	1	1	6	:	5	4	N-S-S-S-U-U
6	Eibar	3	2	1	9	:	6	3	11	2	2	0	6	:	3	8	1	0	1	3	:	3	3	S-S-N-U-S-U
7	At. Madrid	3	2	1	7	:	4	3	11	2	1	0	4	:	2	7	1	1	1	3	:	2	4	S-U-S-S-U-N
8	Real Betis	3	1	2	8	:	8	0	10	0	0	2	2	:	6	0	3	1	0	6	:	2	10	S-N-U-N-S-S
9	Celta Vigo	2	2	2	8	:	12	-4	8	0	1	2	2	:	8	1	2	1	0	6	:	4	7	N-S-N-S-U-U
10	Deportivo	1	4	1	8	:	7	1	7	1	2	0	6	:	3	5	0	2	1	2	:	4	2	U-U-N-U-U-S
11	Malaga	2	1	3	5	:	6	-1	7	2	0	1	5	:	2	6	0	1	2	0	:	4	1	N-N-S-N-S-U
12	Getafe	2	1	3	8	:	10	-2	7	2	0	1	7	:	2	6	0	1	2	1	:	8	1	N-N-N-S-U-S
13	Gijon	2	1	3	7	:	10	-3	7	1	1	1	5	:	5	4	1	0	2	2	:	5	3	N-S-N-U-S-N
14	Villarreal	2	1	3	4	:	7	-3	7	2	0	1	4	:	3	6	0	1	2	0	:	4	1	N-S-U-N-N-S
15	Vallecano	2	0	4	9	:	12	-3	6	2	0	1	5	:	3	6	0	0	3	4	:	9	0	S-N-S-N-N-N
16	Granada	0	4	2	7	:	9	-2	4	0	2	0	2	:	2	2	0	2	2	5	:	7	2	N-U-U-U-U-N
17	Real Sociedad	1	1	4	7	:	10	-3	4	0	1	2	2	:	5	1	1	0	2	5	:	5	3	N-N-S-N-N-U
18	Espanyol	1	1	4	6	:	12	-6	4	0	1	1	2	:	3	1	1	0	3	4	:	9	3	N-U-N-S-N-N
19	Las Palmas	1	1	4	4	:	11	-7	4	1	1	1	2	:	2	4	0	0	3	2	:	9	0	S-N-U-N-N-N
20	Levante	1	1	4	2	:	14	-12	4	1	1	1	2	:	5	4	0	0	3	0	:	9	0	U-N-N-N-S-N
