Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	0	1	18	:	5	13	15	3	0	0	11	:	3	9	2	0	1	7	:	2	6	S-S-S-S-S-N
2	At. Madrid	4	2	0	8	:	3	5	14	2	1	0	4	:	2	7	2	1	0	4	:	1	7	S-S-U-S-S-U
3	At. Bilbao	4	1	1	13	:	7	6	13	3	0	0	8	:	2	9	1	1	1	5	:	5	4	N-S-S-S-U-S
4	Eibar	3	2	1	9	:	6	3	11	2	1	0	5	:	2	7	1	1	1	4	:	4	4	U-S-S-N-U-S
5	Valencia	3	1	2	14	:	7	7	10	2	1	0	7	:	1	7	1	0	2	7	:	6	3	U-S-S-N-S-N
6	FC Sevilla	3	1	2	12	:	8	4	10	3	0	0	10	:	3	9	0	1	2	2	:	5	1	N-S-N-S-U-S
7	Real Madrid	3	1	2	12	:	10	2	10	2	0	1	6	:	5	6	1	1	1	6	:	5	4	N-N-S-S-S-U
8	Granada	1	4	1	9	:	8	1	7	1	2	0	4	:	2	5	0	2	1	5	:	6	2	S-N-U-U-U-U
9	Deportivo	1	4	1	7	:	7	0	7	1	2	0	5	:	3	5	0	2	1	2	:	4	2	S-U-U-N-U-U
10	Espanyol	2	1	3	8	:	9	-1	7	1	1	1	4	:	3	4	1	0	2	4	:	6	3	S-N-U-N-S-N
11	Vallecano	2	1	3	8	:	10	-2	7	2	0	1	5	:	3	6	0	1	2	3	:	7	1	U-S-N-S-N-N
12	Real Betis	2	1	3	6	:	8	-2	7	0	0	3	2	:	7	0	2	1	0	4	:	1	7	N-S-N-U-N-S
13	Gijon	2	1	3	6	:	11	-5	7	1	1	1	4	:	6	4	1	0	2	2	:	5	3	N-N-S-N-U-S
14	Celta Vigo	2	1	3	7	:	13	-6	7	0	1	2	2	:	8	1	2	0	1	5	:	5	6	N-N-S-N-S-U
15	Levante	2	1	3	5	:	11	-6	7	1	1	1	2	:	5	4	1	0	2	3	:	6	3	S-U-N-N-N-S
16	Real Sociedad	2	0	4	9	:	10	-1	6	1	0	2	4	:	5	3	1	0	2	5	:	5	3	S-N-N-S-N-N
17	Malaga	2	0	4	5	:	8	-3	6	2	0	1	5	:	2	6	0	0	3	0	:	6	0	N-N-N-S-N-S
18	Villarreal	1	2	3	4	:	8	-4	5	1	1	1	4	:	4	4	0	1	2	0	:	4	1	U-N-S-U-N-N
19	Getafe	1	2	3	6	:	11	-5	5	1	1	1	5	:	3	4	0	1	2	1	:	8	1	U-N-N-N-S-U
20	Las Palmas	1	2	3	4	:	10	-6	5	1	1	1	2	:	2	4	0	1	2	2	:	8	1	U-S-N-U-N-N
