Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	4	1	0	14	:	1	13	13	2	0	0	6	:	0	6	2	1	0	8	:	1	7	S-S-S-S-U
2	Celta Vigo	4	1	0	14	:	6	8	13	2	1	0	10	:	4	7	2	0	0	4	:	2	6	S-S-U-S-S
3	Villarreal	4	1	0	11	:	4	7	13	2	0	0	6	:	2	6	2	1	0	5	:	2	7	S-S-S-S-U
4	At. Madrid	4	0	1	9	:	2	7	12	2	0	1	4	:	2	6	2	0	0	5	:	0	6	S-S-N-S-S
5	Barcelona	4	0	1	9	:	6	3	12	2	0	0	5	:	1	6	2	0	1	4	:	5	6	N-S-S-S-S
6	Espanyol	3	0	2	6	:	11	-5	9	2	0	1	2	:	6	6	1	0	1	4	:	5	3	S-S-N-N-S
7	Deportivo	2	2	1	8	:	6	2	8	0	1	1	2	:	3	1	2	1	0	6	:	3	7	S-N-S-U-U
8	Eibar	2	2	1	7	:	5	2	8	1	0	1	2	:	2	3	1	2	0	5	:	3	5	U-N-U-S-S
9	Vallecano	2	1	2	4	:	7	-3	7	1	1	1	3	:	4	4	1	0	1	1	:	3	3	S-S-N-N-U
10	Valencia	1	3	1	2	:	2	0	6	0	2	0	1	:	1	2	1	1	1	1	:	1	4	N-U-S-U-U
11	Real Sociedad	1	2	2	5	:	4	1	5	0	1	1	2	:	3	1	1	1	1	3	:	1	4	S-N-N-U-U
12	Las Palmas	1	2	2	5	:	5	0	5	1	1	1	2	:	1	4	0	1	1	3	:	4	1	S-N-U-U-N
13	Gijon	1	2	2	4	:	5	-1	5	0	1	1	0	:	1	1	1	1	1	4	:	4	4	N-S-N-U-U
14	Real Betis	1	2	2	3	:	8	-5	5	1	1	1	3	:	3	4	0	1	1	0	:	5	1	N-U-S-N-U
15	At. Bilbao	1	0	4	5	:	9	-4	3	1	0	2	4	:	4	3	0	0	2	1	:	5	0	N-N-S-N-N
16	Levante	0	3	2	5	:	9	-4	3	0	2	1	4	:	5	2	0	1	1	1	:	4	1	U-N-U-U-N
17	Getafe	1	0	4	3	:	8	-5	3	1	0	1	2	:	2	3	0	0	3	1	:	6	0	N-S-N-N-N
18	Granada	1	0	4	4	:	11	-7	3	0	0	3	2	:	9	0	1	0	1	2	:	2	3	N-N-N-S-N
19	Malaga	0	2	3	0	:	3	-3	2	0	2	1	0	:	1	2	0	0	2	0	:	2	0	N-N-U-N-U
20	FC Sevilla	0	2	3	2	:	8	-6	2	0	0	2	1	:	5	0	0	2	1	1	:	3	2	N-N-U-N-U
