Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	4	2	0	10	:	3	7	14	2	1	0	4	:	0	7	2	1	0	6	:	3	7	S-S-U-U-S-S
2	At. Madrid	4	1	1	9	:	3	6	13	2	1	0	5	:	2	7	2	0	1	4	:	1	6	S-S-U-N-S-S
3	Barcelona	4	0	2	16	:	11	5	12	4	0	0	14	:	5	12	0	0	2	2	:	6	0	S-S-N-S-N-S
4	Celta Vigo	3	2	1	10	:	7	3	11	1	1	1	5	:	4	4	2	1	0	5	:	3	7	N-S-U-U-S-S
5	FC Sevilla	3	1	2	12	:	8	4	10	3	0	1	11	:	5	9	0	1	1	1	:	3	1	S-U-S-S-N-N
6	Villarreal	3	1	2	6	:	4	2	10	2	0	1	5	:	3	6	1	1	1	1	:	1	4	U-N-N-S-S-S
7	Getafe	3	1	2	8	:	7	1	10	3	0	0	8	:	0	9	0	1	2	0	:	7	1	N-S-U-S-N-S
8	Vallecano	3	0	3	10	:	11	-1	9	2	0	1	5	:	3	6	1	0	2	5	:	8	3	S-N-N-N-S-S
9	Espanyol	3	0	3	8	:	11	-3	9	1	0	1	2	:	2	3	2	0	2	6	:	9	6	N-S-N-N-S-S
10	At. Bilbao	2	2	2	10	:	8	2	8	2	0	1	7	:	3	6	0	2	1	3	:	5	2	S-U-S-U-N-N
11	Deportivo	2	2	2	10	:	9	1	8	1	1	1	7	:	5	4	1	1	1	3	:	4	4	N-U-U-S-S-N
12	Real Betis	2	2	2	7	:	7	0	8	0	0	2	2	:	5	0	2	2	0	5	:	2	8	U-N-S-S-N-U
13	Real Sociedad	2	1	3	10	:	8	2	7	0	1	2	2	:	5	1	2	0	1	8	:	3	6	S-N-N-U-S-N
14	Valencia	2	1	3	6	:	6	0	7	2	1	0	4	:	0	7	0	0	3	2	:	6	0	N-S-N-S-N-U
15	Malaga	2	1	3	5	:	6	-1	7	2	0	1	5	:	2	6	0	1	2	0	:	4	1	S-N-S-U-N-N
16	Gijon	2	1	3	10	:	13	-3	7	0	1	1	4	:	5	1	2	0	2	6	:	8	6	N-U-S-N-N-S
17	Eibar	1	3	2	7	:	9	-2	6	0	2	1	2	:	4	2	1	1	1	5	:	5	4	N-U-S-U-U-N
18	Las Palmas	1	1	4	3	:	9	-6	4	1	1	2	2	:	3	4	0	0	2	1	:	6	0	U-N-N-N-S-N
19	Levante	1	1	4	4	:	16	-12	4	1	1	1	3	:	6	4	0	0	3	1	:	10	0	N-N-S-N-U-N
20	Granada	0	3	3	5	:	10	-5	3	0	2	1	2	:	5	2	0	1	2	3	:	5	1	U-U-U-N-N-N
