Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Villarreal	5	0	1	11	:	4	7	15	3	0	0	7	:	2	9	2	0	1	4	:	2	6	N-S-S-S-S-S
2	Real Madrid	4	2	0	15	:	2	13	14	2	1	0	6	:	0	7	2	1	0	9	:	2	7	U-U-S-S-S-S
3	Celta Vigo	3	3	0	13	:	6	7	12	2	2	0	10	:	4	8	1	1	0	3	:	2	4	U-U-S-S-U-S
4	Barcelona	4	0	2	11	:	9	2	12	3	0	0	7	:	2	9	1	0	2	4	:	7	3	N-S-N-S-S-S
5	Deportivo	3	2	1	12	:	7	5	11	1	0	1	5	:	3	3	2	2	0	7	:	4	8	U-S-S-N-S-U
6	At. Madrid	3	1	2	9	:	4	5	10	1	1	1	4	:	3	4	2	0	1	5	:	1	6	U-N-S-S-N-S
7	Real Betis	3	1	2	6	:	8	-2	10	1	0	1	2	:	2	3	2	1	1	4	:	6	7	S-S-N-U-S-N
8	Eibar	2	3	1	7	:	5	2	9	1	1	1	3	:	3	4	1	2	0	4	:	2	5	S-U-U-N-U-S
9	Valencia	2	2	2	4	:	5	-1	8	1	2	0	2	:	1	5	1	0	2	2	:	4	3	N-S-N-U-S-U
10	At. Bilbao	2	1	3	8	:	9	-1	7	2	0	1	7	:	4	6	0	1	2	1	:	5	1	S-U-N-N-S-N
11	Gijon	2	1	3	7	:	8	-1	7	0	0	2	1	:	3	0	2	1	1	6	:	5	7	S-N-N-S-N-U
12	Getafe	2	1	3	6	:	7	-1	7	2	0	1	5	:	2	6	0	1	2	1	:	5	1	U-S-N-S-N-N
13	FC Sevilla	2	1	3	7	:	11	-4	7	2	0	2	6	:	8	6	0	1	1	1	:	3	1	S-S-N-N-U-N
14	Levante	1	3	2	5	:	10	-5	6	1	2	0	4	:	3	5	0	1	2	1	:	7	1	S-N-U-N-U-U
15	Vallecano	2	0	4	6	:	12	-6	6	1	0	2	3	:	6	3	1	0	2	3	:	6	3	N-N-S-S-N-N
16	Espanyol	2	0	4	6	:	16	-10	6	1	0	2	2	:	8	3	1	0	2	4	:	8	3	N-N-S-S-N-N
17	Real Sociedad	1	2	3	6	:	7	-1	5	0	2	1	2	:	3	2	1	0	2	4	:	4	3	N-U-S-N-N-U
18	Malaga	1	2	3	3	:	4	-1	5	1	1	1	3	:	2	4	0	1	2	0	:	2	1	S-U-N-N-U-N
19	Las Palmas	1	2	3	6	:	8	-2	5	1	1	2	2	:	3	4	0	1	1	4	:	5	1	N-N-S-N-U-U
20	Granada	1	1	4	4	:	10	-6	4	0	1	2	2	:	7	1	1	0	2	2	:	3	3	U-N-N-N-N-S
